Name,EvolutionStage,WebCardID,ImageURL,CardType,HP,Attribute,Ability,AbilityDesc,Skill1Name,Skill1Cost,Skill1Damage,Skill1Effect,Skill2Name,Skill2Cost,Skill2Damage,Skill2Effect,Weakness,WeaknessType,Resistance,ResistanceType,RetreatCost,CollectorNumber,Rarity,Mark,Expansion,ExpansionCode,Illustrator,PokemonInfo,Evolution,Subtypes,Tier,Score,ScoreBreakdown,PrimaryEffectType,SpecialEffectType
巨蔓藤,1階進化,14268,https://asia.pokemon-card.com/hk/card-img/hk00014268.png,寶可夢,150,Grass,,,吸取,"Grass,Colorless",30,將這隻寶可夢恢復「30」HP。,肌力鞭打,"Grass,Grass,Colorless,Colorless",120+,若身上附有的能量比使用這個招式所需的能量多2個，則增加140點傷害。,,Fire,,,4,2,normal,I,擴充包「超級交響樂」,M1S,REND,棲息的地方越溫暖，藤蔓就會<br/>長得越快。當藤蔓變得太長時，<br/>就會自己扯斷它來調整長度。,蔓藤怪 → 巨蔓藤,,B+,15.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:4.0|Syn:2.0|Eff:0.0|Dmg:5.0|Mod:1.00,"回復效果, 條件傷害",無
巨蔓藤,1階進化,11119,https://asia.pokemon-card.com/hk/card-img/hk00011119.png,寶可夢,150,Grass,密林之軀,這隻寶可夢受到招式的傷害「-30」點。,覆蓋,"Grass,Colorless,Colorless",150-,減少這隻寶可夢身上放置的傷害指示物的數量×10點傷害。,,,,,,Fire,,,4,2,normal,H,強化擴充包「緋紅薄霧」,SV5a,LINNE,最近的研究發現，牠這雙能夠自由伸縮的手臂其實<br/>是由成束的藤蔓形成的。,蔓藤怪 → 巨蔓藤,,C,7.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"備戰傷害加成, 傷害指示物, 其他效果",無
月桂葉,1階進化,14270,https://asia.pokemon-card.com/hk/card-img/hk00014270.png,寶可夢,110,Grass,,,推倒,"Grass,Colorless",50,將對手的戰鬥寶可夢與備戰寶可夢互換。[由對手選擇放置於戰鬥場的寶可夢。],,,,,,Fire,,,2,4,normal,I,擴充包「超級交響樂」,M1S,nisimono,聞著從牠脖子周圍<br/>散發出的香辛料般的香味，<br/>就會莫名其妙地想要戰鬥。,菊草葉 → 月桂葉 → 大竺葵,,C+,10.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,切換效果,無
大竺葵,2階進化,14271,https://asia.pokemon-card.com/hk/card-img/hk00014271.png,寶可夢,160,Grass,繁茂,只要這隻寶可夢在場上，自己的所有寶可夢身上附加的「基本【草】能量」卡，視為各提供2個【草】能量。這個特性的效果不會重複。,日光束,"Grass,Grass,Colorless,Colorless",140,,,,,,,Fire,,,2,5,normal,I,擴充包「超級交響樂」,M1S,Yoriyuki Ikegami,只要待在大竺葵身邊，<br/>就會像是做了森林浴，<br/>神清氣爽心情好。,菊草葉 → 月桂葉 → 大竺葵,,B,11.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,能量操作,特性效果
壺壺,基礎,14272,https://asia.pokemon-card.com/hk/card-img/hk00014272.png,寶可夢,80,Grass,發酵果汁,若這隻寶可夢身上附有【草】能量卡，則在自己的回合時可使用1次。將自己的1隻寶可夢恢復「30」HP。,滾動,"Grass,Colorless",30,,,,,,,Fire,,,1,6,normal,I,擴充包「超級交響樂」,M1S,Shinya Komatsu,儲存在壺形甲殼裡的<br/> 樹果會在不知不覺間<br/> 變成黏糊糊的果汁。,壺壺,,C+,9.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,回復效果,無
壺壺,基礎,9516,https://asia.pokemon-card.com/hk/card-img/hk00009516.png,寶可夢,80,Grass,,,樹果香氣,Colorless,,從自己的牌庫選擇1張【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。,防守壓制,"Colorless,Colorless",30,在下個對手的回合，這隻寶可夢受到招式的傷害「-30」點。,,Fire,,,1,5,normal,G,擴充包「黯焰支配者」,SV3,Kurata So,儲存在壺形甲殼裡的樹果會在不知不覺間變成黏糊糊的果汁。,壺壺,,B,12.00,Base:5.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,"其他效果, 搜索效果",放置效果
土居忍士,基礎,14273,https://asia.pokemon-card.com/hk/card-img/hk00014273.png,寶可夢,50,Grass,,,抓,Colorless,20,,,,,,,Fire,,,1,7,normal,I,擴充包「超級交響樂」,M1S,Kuroimori,有時會在土裡生活<br/> １０年以上。會從樹木<br/> 的根部吸取營養。,土居忍士 → 脫殼忍者 → 鐵面忍者,,D,4.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
鐵面忍者,1階進化,14274,https://asia.pokemon-card.com/hk/card-img/hk00014274.png,寶可夢,80,Grass,脫殼,在自己的回合，從手牌使出這張卡並完成進化時，可使用1次。從自己的牌庫選擇1張「脫殼忍者」，放置於備戰區。並且重洗牌庫。,急速折返,"Grass,Colorless",90,將這隻寶可夢與備戰寶可夢互換。,,,,,,Fire,,,0,8,normal,I,擴充包「超級交響樂」,M1S,Apios,行動十分迅速的寶可夢。<br/> 說牠無論什麼攻擊都能避開也不誇張。<br/> 非常喜歡甘甜的樹液。,土居忍士 → 脫殼忍者 → 鐵面忍者,,A,17.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:10.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"切換效果, 搜索效果","放置效果, 進化效果"
破破舵輪,基礎,14275,https://asia.pokemon-card.com/hk/card-img/hk00014275.png,寶可夢,120,Grass,,,大地能量,"Grass,Colorless",30+,若場上有自己的競技場卡，則增加50點傷害。,,,,,,Fire,,,2,9,normal,I,擴充包「超級交響樂」,M1S,Haru Akasaka,把錨拋到海裡，伏擊獵物。<br/> 會去捕捉巨大的吼鯨王，<br/> 吸取牠們的精氣。,破破舵輪,,C+,10.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:4.0|Eff:0.0|Dmg:2.0|Mod:1.00,條件傷害,競技場效果
破破舵輪,基礎,10879,https://asia.pokemon-card.com/hk/card-img/hk00010879.png,寶可夢,130,Grass,,,迴轉攻擊,"Colorless,Colorless",30,,鋼鐵船錨,"Grass,Grass,Colorless",80+,若自己的備戰區有【鋼】寶可夢，則增加80點傷害。,,Fire,,,3,11,normal,H,擴充包「異度審判」,SV5M,Saya Tsuruta,在海底飄蕩的海藻吸收了沉船的零件後<br/>轉生而成的幽靈寶可夢。,破破舵輪,,B+,14.00,Base:5.0|Meta:0.0|Exp:2.0|Func:1.0|Syn:2.0|Eff:0.0|Dmg:4.0|Mod:1.00,條件傷害,無
破破舵輪,基礎,11930,https://asia.pokemon-card.com/hk/card-img/hk00011930.png,寶可夢,130,Grass,,,救援船錨,Colorless,,從自己的棄牌區選擇最多2張寶可夢卡，在給對手看過後加入手牌。,破壞船錨,"Grass,Colorless,Colorless",80,在造成傷害前，將對手的戰鬥寶可夢身上附加的「寶可夢道具」卡丟棄。,,Fire,,,3,4,normal,H,強化擴充包「樂園騰龍」,SV7a,Mori Yuu,在海底飄蕩的海藻<br/>吸收了沉船的零件後<br/>轉生而成的幽靈寶可夢。,破破舵輪,,B+,14.00,Base:5.0|Meta:0.0|Exp:3.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,"傷害效果, 搜索效果",丟棄效果
破破舵輪,基礎,12663,https://asia.pokemon-card.com/hk/card-img/hk00012663.png,寶可夢,130,Psychic,,,束縛,"Psychic,Colorless,Colorless",60,在下個對手的回合，受到這個招式的寶可夢無法撤退。,船錨粉碎,"Psychic,Psychic,Colorless,Colorless",130,,,Darkness,,Fighting,3,55,normal,H,雙ex初階牌組 Generations,SVM,Sanosuke Sakuma,在海底飄蕩的海藻<br/>吸收了沉船的零件後<br/>轉生而成的幽靈寶可夢。,破破舵輪,,B,13.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,撤退封鎖,撤退效果
小獅獅,基礎,14276,https://asia.pokemon-card.com/hk/card-img/hk00014276.png,寶可夢,70,Fire,,,火焰,"Fire,Colorless",30,,,,,,,Water,,,2,10,normal,I,擴充包「超級交響樂」,M1S,Kurata So,年幼時雌性的火炎獅<br/>會教導自己如何狩獵，<br/>長大後就會離群索居。,小獅獅 → 火炎獅,,D,5.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,無,無
小獅獅,基礎,8603,https://asia.pokemon-card.com/hk/card-img/hk00008603.png,寶可夢,70,Fire,,,燒光,Colorless,,將場上的競技場卡丟棄。,火種,Fire,10,,,Water,,,1,14,normal,G,強化擴充包「三連音爆」,SV1a,Yuu Nishida,年幼時雌性的火炎獅會教導自己如何狩獵，<br/>長大後就會離群索居。,小獅獅 → 火炎獅,,C+,9.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,競技場效果
火炎獅,1階進化,14277,https://asia.pokemon-card.com/hk/card-img/hk00014277.png,寶可夢,130,Fire,威嚇之牙,只要這隻寶可夢在戰鬥場上，對手的戰鬥寶可夢使用的招式的傷害「-30」點。,灼燒,"Fire,Colorless,Colorless",70,將對手的戰鬥寶可夢【灼傷】。,,,,,,Water,,,2,11,normal,I,擴充包「超級交響樂」,M1S,KEIICHIRO ITO,在戰鬥時，雄性的鬃毛<br/>會提升到攝氏２０００度。<br/>光是靠近都會造成重度灼傷。,小獅獅 → 火炎獅,,C,8.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,"其他效果, 簡單灼傷",無
火炎獅,1階進化,12634,https://asia.pokemon-card.com/hk/card-img/hk00012634.png,寶可夢,120,Fire,,,火之鬃,"Fire,Colorless",50,,爆焰衝撞,"Fire,Fire,Colorless",160,在下個自己的回合，這隻寶可夢無法使用招式。,,Water,,,2,26,normal,H,雙ex初階牌組 Generations,SVM,Takeshi Nakamura,在戰鬥時，雄性的鬃毛<br/>會提升到攝氏２０００度。<br/>光是靠近都會造成重度灼傷。,小獅獅 → 火炎獅,,B,12.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:5.0|Mod:1.00,"使用限制, 招式鎖定",無
燒火蚣,基礎,14278,https://asia.pokemon-card.com/hk/card-img/hk00014278.png,寶可夢,80,Fire,,,衝撞,Fire,10,,烈焰,"Fire,Fire,Colorless",50,,,Water,,,2,12,normal,I,擴充包「超級交響樂」,M1S,GIDORA,會用滾燙的身體勒緊獵物，<br/> 等到烤得恰到好處之時，<br/> 就把牠們大口大口地吃掉。,燒火蚣 → 焚焰蚣,,D,5.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,無,無
燒火蚣,基礎,10807,https://asia.pokemon-card.com/hk/card-img/hk00010807.png,寶可夢,80,Fire,,,高溫奇襲,Fire,30,這隻寶可夢也受到10點傷害。,,,,,,Water,,,2,10,normal,H,擴充包「狂野之力」,SV5K,Yukiko Baba,靠儲存在體內的可燃氣體來發熱。熱度最高的是<br/>腹部的黃色部分。,燒火蚣 → 焚焰蚣,,C,8.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,反噬傷害,無
焚焰蚣,1階進化,14279,https://asia.pokemon-card.com/hk/card-img/hk00014279.png,寶可夢,140,Fire,,,緊束粉碎,"Colorless,Colorless",50,擲2次硬幣，選擇與正面出現的次數相同數量的對手的戰鬥寶可夢身上附加的能量，將其丟棄。,高溫爬蟲,"Fire,Fire,Colorless,Colorless",140,,,Water,,,3,13,normal,I,擴充包「超級交響樂」,M1S,Shiburingaru,性情極具攻擊性。<br/> 危險的不只是牠燒燙的身體，<br/> 大大的獠牙也銳利無比。,燒火蚣 → 焚焰蚣,,B,13.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,"硬幣判定, 能量操作",丟棄效果
焚焰蚣,1階進化,10808,https://asia.pokemon-card.com/hk/card-img/hk00010808.png,寶可夢,140,Fire,,,灼熱,Fire,,將對手的戰鬥寶可夢【灼傷】。,焦黑吐息,"Fire,Fire",180,若對手的戰鬥寶可夢沒有【灼傷】，則這個招式失敗。,,Water,,,3,11,normal,H,擴充包「狂野之力」,SV5K,Krgc,發熱時的體溫大約有８００度。會像鞭子那樣彎曲身體，<br/>朝著敵人彈跳過去。,燒火蚣 → 焚焰蚣,,B+,16.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:5.0|Mod:1.00,"條件失敗, 狀態施加, 簡單灼傷",無
焚焰蚣,1階進化,12092,https://asia.pokemon-card.com/hk/card-img/hk00012092.png,寶可夢,130,Fire,,,燃燒熱浪,Fire,130,自己的所有備戰寶可夢也各受到30點傷害。[在備戰區不計算弱點・抵抗力。],高溫爆破,"Colorless,Colorless,Colorless",80,,,Water,,,2,16,normal,H,擴充包「超電突圍」,SV8,Aliya Chen,發熱時的體溫大約有８００度。<br/>會像鞭子那樣彎曲身體，<br/>朝著敵人彈跳過去。,燒火蚣 → 焚焰蚣,,B,13.00,Base:5.0|Meta:0.0|Exp:3.0|Func:1.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,連鎖傷害,無
古玉魚,基礎,14280,https://asia.pokemon-card.com/hk/card-img/hk00014280.png,寶可夢,110,Fire,,,燒灼大地,Fire,40,將場上的對手的競技場卡丟棄。有丟棄的情況下，在下個對手的回合，對手無法從手牌使出競技場卡。,,,,,,Water,,,1,14,normal,I,擴充包「超級交響樂」,M1S,Gemi,能操控３０００度的火焰。<br/>會熔化岩石和沙礫做成熔岩海，<br/>並在裡面悠閒自在地游泳。,古玉魚,,C+,9.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:1.0|Mod:1.00,無,"丟棄效果, 競技場效果"
古玉魚,基礎,9974,https://asia.pokemon-card.com/hk/card-img/hk00009974.png,寶可夢,110,Fire,,,閃焰到來,Fire,,從自己的棄牌區選擇最多2張「基本【火】能量」卡，附於自己的1隻寶可夢身上。,嫉妒業火,"Fire,Fire",50+,在上個對手的回合，若自己的寶可夢因招式的傷害而【昏厥】了，則增加90點傷害。,,Water,,,1,16,normal,G,擴充包「古代咆哮」,SV4K,Oswaldo KATO,能操控３０００度的火焰。會熔化岩石和沙礫做成熔岩海，<br/>並在裡面悠閒自在地游泳。,古玉魚,,B+,16.00,Base:5.0|Meta:0.0|Exp:2.0|Func:4.0|Syn:2.0|Eff:0.0|Dmg:3.0|Mod:1.00,"搜索效果, 昏厥條件, 條件傷害",無
古玉魚,基礎,11135,https://asia.pokemon-card.com/hk/card-img/hk00011135.png,寶可夢,110,Fire,,,吸引,Colorless,,從自己的牌庫抽出2張卡。,大地熔化,"Fire,Colorless",60+,若場上有競技場卡，則增加60點傷害。然後，將那張競技場卡丟棄。,,Water,,,1,18,normal,H,強化擴充包「緋紅薄霧」,SV5a,Oku,曾引起無數鬥爭的勾玉聚集了 嫉妒之情。這些嫉妒之情<br/> 纏繞了火焰，變成了寶可夢。,古玉魚,,A,17.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:4.0|Eff:0.0|Dmg:3.0|Mod:1.00,"抽卡效果, 搜索效果, 條件傷害",競技場效果
巨翅飛魚,基礎,14281,https://asia.pokemon-card.com/hk/card-img/hk00014281.png,寶可夢,110,Water,,,呼朋引伴,Colorless,,從自己的牌庫選擇最多2張【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。,攀瀑,"Water,Colorless",50,,,Lightning,,,1,15,normal,I,擴充包「超級交響樂」,M1S,Shimaris Yukichi,悠然地暢游在大海中。<br/> 就算有覬覦食物殘渣的鐵炮魚<br/> 吸附在自己身上也毫不在意。,巨翅飛魚,,C,7.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,搜索效果,放置效果
巨翅飛魚,基礎,11999,https://asia.pokemon-card.com/hk/card-img/hk00011999.png,寶可夢,110,Water,,,飛濺,Water,30,,水俯衝,"Water,Colorless",,對手的1隻寶可夢受到50點傷害。[在備戰區不計算弱點・抵抗力。],,Lightning,,,1,1,normal,H,ex特別組合 太晶屬性：星晶 仙子伊布ex,SVPN,satoma,游動時速度上來後，<br/>甚至會從波浪上飛起來，<br/>然後就這樣滑翔１００公尺。,巨翅飛魚,,B,11.00,Base:5.0|Meta:0.0|Exp:2.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,連鎖傷害,無
蓋歐卡,基礎,14282,https://asia.pokemon-card.com/hk/card-img/hk00014282.png,寶可夢,150,Water,,,逆流,Water,20×,在給對手看過自己的棄牌區的所有「基本【水】能量」卡後，造成其張數×20點傷害。然後，將給對手看過的能量卡放回牌庫並重洗。,漩渦波,"Water,Water,Colorless",130,選擇2個這隻寶可夢身上附加的能量，將其丟棄。,,Lightning,,,3,16,normal,I,擴充包「超級交響樂」,M1S,Nisota Niso,據說會用降下大雨的能力擴張海洋。<br/>一直沉睡在海溝的底部。,蓋歐卡,,A,18.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:6.0|Syn:0.0|Eff:0.0|Dmg:8.0|Mod:1.00,"傷害效果, 情報收集, 棄牌區傷害加成, 能量回收, 能量操作",無
雪笠怪,基礎,14283,https://asia.pokemon-card.com/hk/card-img/hk00014283.png,寶可夢,90,Water,,,敲擊,Water,10,,雪花冰,"Water,Water",30,,,Metal,,,3,17,normal,I,擴充包「超級交響樂」,M1S,Pani Kobayashi,在寒冷的季節裡會<br/>移動到山腳下，一到春天就會<br/>返回積雪尚存的山頂。,雪笠怪 → 暴雪王 → 超級暴雪王ex,,D,5.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,無,無
超級暴雪王ex,1階進化,14284,https://asia.pokemon-card.com/hk/card-img/hk00014284.png,寶可夢,350,Water,,,山崩之錘,"Water,Water",100×,將自己的牌庫上方6張卡丟棄，造成其中「基本【水】能量」卡的張數×100點傷害。,冰霜屏障,"Water,Water,Water",200,在下個對手的回合，這隻寶可夢受到招式的傷害「-30」點。,,Metal,,,4,18,normal,I,擴充包「超級交響樂」,M1S,5ban Graphics,,雪笠怪 → 暴雪王 → 超級暴雪王ex,ex,B+,16.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:4.0|Syn:0.0|Eff:0.0|Dmg:8.0|Mod:1.00,"傷害效果, 其他效果, 棄牌區傷害加成",無
鐵臂槍蝦,基礎,14285,https://asia.pokemon-card.com/hk/card-img/hk00014285.png,寶可夢,80,Water,,,飛濺,"Water,Water",50,,,,,,,Lightning,,,2,19,normal,I,擴充包「超級交響樂」,M1S,Tomokazu Komiya,在右臂的鉗子裡讓<br/>氣體爆炸來發射出水。<br/>會狙擊飛在空中的寶可夢。,鐵臂槍蝦 → 鋼炮臂蝦,,D,5.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,無,無
鋼炮臂蝦,1階進化,14286,https://asia.pokemon-card.com/hk/card-img/hk00014286.png,寶可夢,130,Water,返回重載,在自己的回合，這隻寶可夢從戰鬥場回到備戰區時，可使用1次。從自己的手牌選擇最多2張「基本【水】能量」卡，附於這隻寶可夢身上。,水之發射器,"Water,Water,Water",210,將這隻寶可夢身上附加的能量卡全部丟棄。,,,,,,Lightning,,,2,20,normal,I,擴充包「超級交響樂」,M1S,Anesaki Dynamic,會利用體內氣體的力量<br/>從鉗子後部噴出水，使牠<br/>能夠以６０節的速度游泳。,鐵臂槍蝦 → 鋼炮臂蝦,,B+,16.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:4.0|Syn:2.0|Eff:0.0|Dmg:6.0|Mod:1.00,"能量操作, 能量附著",無
鋼炮臂蝦,1階進化,8392,https://asia.pokemon-card.com/hk/card-img/hk00008392.png,寶可夢,120,Water,,,水槍,"Water,Colorless",50,,水流加農炮,"Water,Water,Colorless",160,在下個自己的回合，這隻寶可夢無法使用招式。,,Lightning,,,2,22,normal,G,擴充包「紫ex」,SV1V,Souichirou Gunjima,從牠的鉗子發射出的海水砲彈，威力大到<br/>足以貫穿油輪的船體。,鐵臂槍蝦 → 鋼炮臂蝦,,B,12.00,Base:5.0|Meta:0.0|Exp:2.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:5.0|Mod:1.00,"使用限制, 招式鎖定",無
淚眼蜥,基礎,14287,https://asia.pokemon-card.com/hk/card-img/hk00014287.png,寶可夢,70,Water,,,偷襲,Water,30,擲1次硬幣若為反面，則這個招式失敗。,,,,,,Lightning,,,1,21,normal,I,擴充包「超級交響樂」,M1S,Taira Akitsu,會利用口中噴出的<br/>水彈擊落樹果來吃。<br/>彈無虛發，百發百中。,淚眼蜥 → 變澀蜥 → 千面避役,,C,7.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:2.0|Eff:0.0|Dmg:1.0|Mod:1.00,"條件失敗, 硬幣判定",無
變澀蜥,1階進化,14288,https://asia.pokemon-card.com/hk/card-img/hk00014288.png,寶可夢,100,Water,,,二連撞,Water,30×,擲2次硬幣，造成正面出現的次數×30點傷害。,,,,,,Lightning,,,1,22,normal,I,擴充包「超級交響樂」,M1S,Souichirou Gunjima,會用迅雷不及掩耳的速度<br/>伸出滿是黏液的長舌頭，<br/>漂亮地給予獵物致命一擊。,淚眼蜥 → 變澀蜥 → 千面避役,,C,7.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"傷害效果, 硬幣判定",無
千面避役,2階進化,14289,https://asia.pokemon-card.com/hk/card-img/hk00014289.png,寶可夢,150,Water,,,擊斃,Water,,從雙方的場上寶可夢（這隻寶可夢除外）中選擇1隻剩餘HP最少的寶可夢，將其【昏厥】。,水射擊,Water,110,選擇1個這隻寶可夢身上附加的能量，將其丟棄。,,Lightning,,,1,23,normal,I,擴充包「超級交響樂」,M1S,akagi,會用眼睛的特殊晶狀體<br/>感知對手的體溫等情報，<br/>並在看穿要害後進行攻擊。,淚眼蜥 → 變澀蜥 → 千面避役,,B,13.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:4.0|Syn:2.0|Eff:0.0|Dmg:3.0|Mod:1.00,"其他效果, 能量操作",無
雪吞蟲,基礎,14290,https://asia.pokemon-card.com/hk/card-img/hk00014290.png,寶可夢,50,Water,,,躲藏,Water,,擲1次硬幣若為正面，則在下個對手的回合，這隻寶可夢不會受到招式的傷害與效果的影響。,,,,,,Metal,,,1,24,normal,I,擴充包「超級交響樂」,M1S,Kagemaru Himeno,地面的積雪是牠的主食。<br/>對新下的鬆軟白雪情有獨鍾，<br/>會朝著山頂一路吃過去。,雪吞蟲 → 雪絨蛾,,C,8.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"傷害防禦, 效果免疫, 硬幣判定",無
雪吞蟲,基礎,10816,https://asia.pokemon-card.com/hk/card-img/hk00010816.png,寶可夢,50,Water,,,細雪,Water,10,將對手的戰鬥寶可夢【睡眠】。,,,,,,Metal,,,2,19,normal,H,擴充包「狂野之力」,SV5K,Orca,地面的積雪是牠的主食。對新下的鬆軟白雪情有獨鍾，<br/>會朝著山頂一路吃過去。,雪吞蟲 → 雪絨蛾,,C+,9.00,Base:5.0|Meta:0.0|Exp:2.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,狀態異常,無
雪絨蛾,1階進化,14291,https://asia.pokemon-card.com/hk/card-img/hk00014291.png,寶可夢,110,Water,,,冰凍羽擊,Water,,對手的所有寶可夢各受到20點傷害。將對手的戰鬥寶可夢【睡眠】。[在備戰區不計算弱點・抵抗力。],,,,,,Metal,,,2,25,normal,I,擴充包「超級交響樂」,M1S,miki kudo,觸角能用來察覺大氣的<br/>流動。會如同降雪般地<br/>灑下混進了寒氣的鱗粉。,雪吞蟲 → 雪絨蛾,,C,7.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"狀態異常, 連鎖傷害",無
