Name,EvolutionStage,WebCardID,ImageURL,CardType,HP,Attribute,Ability,AbilityDesc,Skill1Name,Skill1Cost,Skill1Damage,Skill1Effect,Skill2Name,Skill2Cost,Skill2Damage,Skill2Effect,Weakness,WeaknessType,Resistance,ResistanceType,RetreatCost,CollectorNumber,Rarity,Mark,Expansion,ExpansionCode,Illustrator,PokemonInfo,Evolution,Subtypes,Tier,Score,ScoreBreakdown,PrimaryEffectType,SpecialEffectType
能量再利用,,00004645,https://asia.pokemon-card.com/hk/card-img/hk00004645.png,物品卡,,,,,,,,從自己的棄牌區抽出5張基本能量卡，在給對手看過後，放回牌庫並重洗。,[物品規則],,,在自己的回合時，物品卡可不限張數使用。,,,,,,128,normal,I,擴充包「眾星雲集組合篇」SET A,AC1a,Toyste Beach,,,,B+,15.00,Base:7.0|Meta:1.0|Exp:-1.0|Func:8.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"搜索效果, 能量回收",大量抽卡
超級拉帝亞斯ex,基礎,00014422,https://asia.pokemon-card.com/hk/card-img/hk00014422.png,寶可夢,280,Dragon,,,狡兔三窟,Colorless,40,若希望，將這隻寶可夢與備戰寶可夢互換。,幻想脈衝,"Fire,Psychic,Colorless",300,將這隻寶可夢身上附加的能量卡全部丟棄。,,,,,1,079,high,I,擴充包「超級交響樂」,M1S,5ban Graphics,,超級拉帝亞斯ex,ex,A+,22.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:6.0|Syn:4.0|Eff:0.0|Dmg:8.0|Mod:1.00,"切換效果, 能量操作",無
超級袋獸ex,基礎,00014423,https://asia.pokemon-card.com/hk/card-img/hk00014423.png,寶可夢,300,Colorless,使者衝刺,若這隻寶可夢在戰鬥場上，則在自己的回合時可使用1次。從自己的牌庫抽出2張卡。在使用了其他的「使者衝刺」的回合，這個特性無法使用。,機關槍合擊,"Colorless,Colorless,Colorless",200+,擲硬幣直到出現反面，增加正面出現的次數×50點傷害。,,,,,,Fighting,,,3,080,high,I,擴充包「超級交響樂」,M1S,5ban Graphics,,超級袋獸ex,ex,B,13.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:6.0|Mod:1.00,"抽卡效果, 招式鎖定, 搜索效果, 硬幣判定",特性效果
好友寶芬,,00014424,https://asia.pokemon-card.com/hk/card-img/hk00014424.png,物品卡,,,,,,,,從自己的牌庫選擇最多2張HP為「70」以下的【基礎】寶可夢卡，放置於備戰區。並且重洗牌庫。,,,,,,,,,,081,high,I,擴充包「超級交響樂」,M1S,AYUMI ODASHIMA,,,,C+,9.00,Base:7.0|Meta:0.0|Exp:-1.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,搜索效果,放置效果
神奇糖果,,00014425,https://asia.pokemon-card.com/hk/card-img/hk00014425.png,物品卡,,,,,,,,從自己的手牌選擇1張【2階進化】寶可夢卡，放置於自己的場上的可進化成那隻寶可夢的【基礎】寶可夢身上，跳過【1階進化】完成進化。（無法對自己的最初回合或剛使出的寶可夢使用。）,,,,,,,,,,082,high,I,擴充包「超級交響樂」,M1S,Studio Bora Inc.,,,,S,23.00,Base:7.0|Meta:5.0|Exp:-1.0|Func:7.0|Syn:5.0|Eff:0.0|Dmg:0.0|Mod:1.00,進化支援,放置效果
超級信號,,00014426,https://asia.pokemon-card.com/hk/card-img/hk00014426.png,物品卡,,,,,,,,從自己的牌庫選擇1張「超級進化【ex】」，在給對手看過後加入手牌。並且重洗牌庫。,,,,,,,,,,083,high,I,擴充包「超級交響樂」,M1S,inose yukie,,,,B,13.00,Base:7.0|Meta:0.0|Exp:-1.0|Func:7.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果, 進化支援",無
阿塞蘿拉的惡作劇,,00014427,https://asia.pokemon-card.com/hk/card-img/hk00014427.png,支援者卡,,,,,,,,這張卡只有在對手剩餘獎賞卡的張數為2張以下時才可使用。<br/><br/>選擇1隻自己的場上寶可夢。在下個對手的回合，那隻寶可夢不會受到對手的「寶可夢【ex】」招式的傷害與效果的影響。,,,,,,,,,,084,high,I,擴充包「超級交響樂」,M1S,Yuu Nishida,,,,B,13.00,Base:8.0|Meta:0.0|Exp:-1.0|Func:2.0|Syn:4.0|Eff:0.0|Dmg:0.0|Mod:1.00,"傷害防禦, 效果免疫, 獎賞控制",無
滿充的體貼,,00014428,https://asia.pokemon-card.com/hk/card-img/hk00014428.png,支援者卡,,,,,,,,將自己的1隻「超級進化【ex】」的HP全部恢復。然後，將恢復的寶可夢身上附加的能量卡全部放回手牌。,,,,,,,,,,085,high,I,擴充包「超級交響樂」,M1S,Iori Suzuki,,,,A,17.00,Base:8.0|Meta:0.0|Exp:-1.0|Func:8.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"回復效果, 能量操作, 進化支援",無
神秘花園,,00014429,https://asia.pokemon-card.com/hk/card-img/hk00014429.png,競技場卡,,,,,,,,雙方玩家在每個自己的回合時，可使用1次，若從手牌將1張能量卡丟棄，則可從牌庫抽卡直到自己手牌的張數與自己場上【超】寶可夢的數量相同為止。,,,,,,,,,,086,high,I,擴充包「超級交響樂」,M1S,AYUMI ODASHIMA,,,,B+,14.00,Base:6.0|Meta:0.0|Exp:-1.0|Func:5.0|Syn:4.0|Eff:0.0|Dmg:0.0|Mod:1.00,抽卡效果,無
超級沙奈朵ex,2階進化,00014430,https://asia.pokemon-card.com/hk/card-img/hk00014430.png,寶可夢,360,Psychic,,,盈溢祈願,Psychic,,從牌庫附給自己的所有備戰寶可夢各1張「基本【超】能量」卡。並且重洗牌庫。,超級交響樂,Psychic,50×,造成自己的所有寶可夢身上附加的【超】能量的數量×50點傷害。,,Darkness,,Fighting,2,087,high,I,擴充包「超級交響樂」,M1S,Raita Kazama,,拉魯拉絲 → 奇魯莉安 → 沙奈朵ex → 沙奈朵 → 艾路雷朵 → 沙奈朵GX → 超級沙奈朵ex,ex,A,17.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:8.0|Mod:1.00,"備戰傷害加成, 傷害效果, 搜索效果, 能量操作",無
超級拉帝亞斯ex,基礎,00014431,https://asia.pokemon-card.com/hk/card-img/hk00014431.png,寶可夢,280,Dragon,,,狡兔三窟,Colorless,40,若希望，將這隻寶可夢與備戰寶可夢互換。,幻想脈衝,"Fire,Psychic,Colorless",300,將這隻寶可夢身上附加的能量卡全部丟棄。,,,,,1,088,high,I,擴充包「超級交響樂」,M1S,AKIRA EGAWA,,超級拉帝亞斯ex,ex,A+,22.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:6.0|Syn:4.0|Eff:0.0|Dmg:8.0|Mod:1.00,"切換效果, 能量操作",無
超級袋獸ex,基礎,00014432,https://asia.pokemon-card.com/hk/card-img/hk00014432.png,寶可夢,300,Colorless,使者衝刺,若這隻寶可夢在戰鬥場上，則在自己的回合時可使用1次。從自己的牌庫抽出2張卡。在使用了其他的「使者衝刺」的回合，這個特性無法使用。,機關槍合擊,"Colorless,Colorless,Colorless",200+,擲硬幣直到出現反面，增加正面出現的次數×50點傷害。,,,,,,Fighting,,,3,089,high,I,擴充包「超級交響樂」,M1S,GOTO minori,,超級袋獸ex,ex,B,13.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:6.0|Mod:1.00,"抽卡效果, 招式鎖定, 搜索效果, 硬幣判定",特性效果
阿塞蘿拉的惡作劇,,00014433,https://asia.pokemon-card.com/hk/card-img/hk00014433.png,支援者卡,,,,,,,,這張卡只有在對手剩餘獎賞卡的張數為2張以下時才可使用。<br/><br/>選擇1隻自己的場上寶可夢。在下個對手的回合，那隻寶可夢不會受到對手的「寶可夢【ex】」招式的傷害與效果的影響。,,,,,,,,,,090,high,I,擴充包「超級交響樂」,M1S,sui,,,,B,13.00,Base:8.0|Meta:0.0|Exp:-1.0|Func:2.0|Syn:4.0|Eff:0.0|Dmg:0.0|Mod:1.00,"傷害防禦, 效果免疫, 獎賞控制",無
滿充的體貼,,00014434,https://asia.pokemon-card.com/hk/card-img/hk00014434.png,支援者卡,,,,,,,,將自己的1隻「超級進化【ex】」的HP全部恢復。然後，將恢復的寶可夢身上附加的能量卡全部放回手牌。,,,,,,,,,,091,high,I,擴充包「超級交響樂」,M1S,Jiro Sasumo,,,,A,17.00,Base:8.0|Meta:0.0|Exp:-1.0|Func:8.0|Syn:2.0|Eff:0.0|Dmg:0.0|Mod:1.00,"回復效果, 能量操作, 進化支援",無
超級沙奈朵ex,2階進化,00014435,https://asia.pokemon-card.com/hk/card-img/hk00014435.png,寶可夢,360,Psychic,,,盈溢祈願,Psychic,,從牌庫附給自己的所有備戰寶可夢各1張「基本【超】能量」卡。並且重洗牌庫。,超級交響樂,Psychic,50×,造成自己的所有寶可夢身上附加的【超】能量的數量×50點傷害。,,Darkness,,Fighting,2,092,high,I,擴充包「超級交響樂」,M1S,5ban Graphics,,拉魯拉絲 → 奇魯莉安 → 沙奈朵ex → 沙奈朵 → 艾路雷朵 → 沙奈朵GX → 超級沙奈朵ex,ex,A,17.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:8.0|Mod:1.00,"備戰傷害加成, 傷害效果, 搜索效果, 能量操作",無
走路草,基礎,00014465,https://asia.pokemon-card.com/hk/card-img/hk00014465.png,寶可夢,50,Grass,,,種子炸彈,Grass,20,,,,,,,Fire,,,1,001,normal,I,擴充包「烈獄狂火X」,M2,MINAMINAMI Take,別名謎行草。<br/>據說每到夜裡，牠會用２條根<br/>走上長達３００公尺的距離。,走路草 → 臭臭花 → 美麗花 → 霸王花 → 霸王花GX,,D,4.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
臭臭花,1階進化,00014466,https://asia.pokemon-card.com/hk/card-img/hk00014466.png,寶可夢,70,Grass,,,灑口水,Grass,20,雙方的所有備戰寶可夢也各受到20點傷害。[在備戰區不計算弱點・抵抗力。],,,,,,Fire,,,1,002,normal,I,擴充包「烈獄狂火X」,M2,Yoriyuki Ikegami,從口中緩緩滲出的不是口水，<br/>而是類似花蜜的汁液，<br/>被牠用來引誘獵物接近。,走路草 → 臭臭花 → 美麗花 → 霸王花 → 霸王花GX,,D,5.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:1.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,連鎖傷害,無
霸王花,2階進化,00014467,https://asia.pokemon-card.com/hk/card-img/hk00014467.png,寶可夢,150,Grass,,,花粉炸彈,Grass,30,將對手的戰鬥寶可夢【中毒】與【睡眠】。,活潑鮮花,Grass,60+,在這個回合，若這隻寶可夢恢復了HP，則增加120點傷害。,,Fire,,,2,003,normal,I,擴充包「烈獄狂火X」,M2,Shibuzoh.,當花苞隨著「砰！」的聲響<br/>綻放後，就會開始散播<br/>能引起過敏反應的毒花粉。,走路草 → 臭臭花 → 美麗花 → 霸王花 → 霸王花GX,,B,13.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:4.0|Syn:2.0|Eff:0.0|Dmg:3.0|Mod:1.00,"回復效果, 條件傷害, 狀態異常",無
超級赫拉克羅斯ex,基礎,00014468,https://asia.pokemon-card.com/hk/card-img/hk00014468.png,寶可夢,280,Grass,,,重裝角擊,"Grass,Grass",100+,增加與在上個對手的回合這隻寶可夢受到的招式的傷害相同數值的傷害。,推山,"Grass,Grass,Grass",170,將對手的牌庫上方2張卡丟棄。,,Fire,,,2,004,normal,I,擴充包「烈獄狂火X」,M2,5ban Graphics,,超級赫拉克羅斯ex,ex,B,11.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:5.0|Mod:1.00,條件傷害,丟棄效果
蓮葉童子,基礎,00014469,https://asia.pokemon-card.com/hk/card-img/hk00014469.png,寶可夢,70,Grass,,,頭錘,"Grass,Colorless",30,,,,,,,Fire,,,1,005,normal,I,擴充包「烈獄狂火X」,M2,Wintr Wandr,頭上的葉子具有防污的性質。<br/>即使載了滿身是泥的寶可夢，<br/>葉子也能常保乾淨。,蓮葉童子 → 蓮帽小童 → 樂天河童,,D,5.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,無,無
蓮帽小童,1階進化,00014470,https://asia.pokemon-card.com/hk/card-img/hk00014470.png,寶可夢,90,Grass,,,超級吸取,"Grass,Colorless",30,將這隻寶可夢恢復「30」HP。,,,,,,Fire,,,1,006,normal,I,擴充包「烈獄狂火X」,M2,Shigenori Negishi,喜歡待在食物豐富的水邊。<br/>為了避免和鳥寶可夢互搶食物，<br/>於是變成了夜行性的寶可夢。,蓮葉童子 → 蓮帽小童 → 樂天河童,,C,7.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,回復效果,無
樂天河童,2階進化,00014471,https://asia.pokemon-card.com/hk/card-img/hk00014471.png,寶可夢,160,Grass,激動治癒,若自己的場上有【草】屬性的「超級進化寶可夢【ex】」，則在自己的回合時可使用1次。將自己的1隻寶可夢恢復「60」HP。,撞倒,"Grass,Colorless",120,,,,,,,Fire,,,2,007,normal,I,擴充包「烈獄狂火X」,M2,Anesaki Dynamic,全身都有著獨特的結構，<br/>讓牠一接收歡樂節奏的<br/>音波就會製造出能量。,蓮葉童子 → 蓮帽小童 → 樂天河童,,B,13.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:5.0|Syn:0.0|Eff:0.0|Dmg:4.0|Mod:1.00,"回復效果, 進化支援",無
蓋諾賽克特,基礎,00014472,https://asia.pokemon-card.com/hk/card-img/hk00014472.png,寶可夢,120,Grass,,,昆蟲加農炮,Grass,,對手的1隻寶可夢，受到這隻寶可夢身上附加的【草】能量的數量×20點傷害。[在備戰區不計算弱點・抵抗力。],高速攻擊,"Grass,Grass,Colorless",110,,,Fire,,,2,008,normal,I,擴充包「烈獄狂火X」,M2,Mitsuhiro Arita,存在於３億年前的寶可夢。<br/>被等離子隊改造，<br/>在背部裝了砲台。,蓋諾賽克特,,B,13.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:6.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"備戰傷害加成, 能量操作, 連鎖傷害",無
豆蟋蟀,基礎,00014473,https://asia.pokemon-card.com/hk/card-img/hk00014473.png,寶可夢,50,Grass,,,躍動,Grass,10×,擲3次硬幣，造成正面出現的次數×10點傷害。,,,,,,Fire,,,1,009,normal,I,擴充包「烈獄狂火X」,M2,Yuka Morii,總是將第３對腳折起來。<br/>擁有在遇到危機時能夠<br/>跳超過１０公尺的跳躍力。,豆蟋蟀 → 烈腿蝗,,D,5.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,"傷害效果, 硬幣判定",無
烈腿蝗,1階進化,00014474,https://asia.pokemon-card.com/hk/card-img/hk00014474.png,寶可夢,120,Grass,,,踢倒,Grass,30,,跳躍射擊,"Colorless,Colorless,Colorless",150,將這隻寶可夢與附加的卡全部放回牌庫並重洗。,,Fire,,,1,010,normal,I,擴充包「烈獄狂火X」,M2,Taiga Kasai,認真起來時會用折起的腳<br/>站起來，進入決戰模式。<br/>會在短時間內鎮壓住敵人。,豆蟋蟀 → 烈腿蝗,,B,13.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:5.0|Mod:1.00,牌庫重洗,無
小火龍,基礎,00014475,https://asia.pokemon-card.com/hk/card-img/hk00014475.png,寶可夢,80,Fire,一身輕,若這隻寶可夢身上沒有附加能量卡，則這隻寶可夢【撤退】所需的能量全部消除。,火種,Fire,20,,,,,,,Water,,,2,011,normal,I,擴充包「烈獄狂火X」,M2,HYOGONOSUKE,尾巴上燃燒的火焰<br/>是小火龍生命力的象徵。<br/>在牠沒有活力時，火勢會變弱。,小火龍 → 火恐龍 → 噴火龍 → 噴火龍GX → 超級噴火龍Xex → 噴火龍ex,,C,7.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"撤退干擾, 能量操作",撤退效果
火恐龍,1階進化,00014476,https://asia.pokemon-card.com/hk/card-img/hk00014476.png,寶可夢,110,Fire,,,吐火,Fire,40,,,,,,,Water,,,2,012,normal,I,擴充包「烈獄狂火X」,M2,Uninori,當揮動燃燒著的尾巴時，<br/>周圍的溫度會不斷上升，<br/>讓對手陷入痛苦。,小火龍 → 火恐龍 → 噴火龍 → 噴火龍GX → 超級噴火龍Xex → 噴火龍ex,,D,5.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:1.0|Mod:1.00,無,無
超級噴火龍Xex,2階進化,00014477,https://asia.pokemon-card.com/hk/card-img/hk00014477.png,寶可夢,360,Fire,,,烈獄狂火X,"Fire,Fire",90×,將自己的場上寶可夢身上附加的任意數量的【火】能量卡丟棄，造成其張數×90點傷害。,,,,,,Water,,,2,013,normal,I,擴充包「烈獄狂火X」,M2,takuyoa,,小火龍 → 火恐龍 → 噴火龍 → 噴火龍GX → 超級噴火龍Xex → 噴火龍ex,ex,A,17.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:3.0|Syn:2.0|Eff:0.0|Dmg:8.0|Mod:1.00,"傷害效果, 棄牌區傷害加成, 能量操作",無
火焰鳥,基礎,00014478,https://asia.pokemon-card.com/hk/card-img/hk00014478.png,寶可夢,120,Fire,,,鬥志之翼,Fire,20+,若對手的戰鬥寶可夢為「寶可夢【ex】」，則增加90點傷害。,,,,,,Water,,,1,014,normal,I,擴充包「烈獄狂火X」,M2,Kazumasa Yasukuni,相傳牠會以美麗燃燒的<br/>翅膀照亮山路，救助在<br/>山中遇險的人。,火焰鳥,,C+,10.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:2.0|Mod:1.00,條件傷害,無
火紅不倒翁,基礎,00014479,https://asia.pokemon-card.com/hk/card-img/hk00014479.png,寶可夢,80,Fire,,,火炎球,"Colorless,Colorless,Colorless",10+,增加這隻寶可夢身上附加的【火】能量的數量×20點傷害。,,,,,,Water,,,2,015,normal,I,擴充包「烈獄狂火X」,M2,NC Empire,在牠睡覺的時候，<br/>無論是推是拉，牠都不會倒下。<br/>因為象徵著吉利而大受歡迎。,火紅不倒翁 → 達摩狒狒,,C+,9.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:2.0|Mod:1.00,"備戰傷害加成, 能量操作",無
達摩狒狒,1階進化,00014480,https://asia.pokemon-card.com/hk/card-img/hk00014480.png,寶可夢,150,Fire,,,火炎球,"Colorless,Colorless,Colorless,Colorless",40+,增加這隻寶可夢身上附加的【火】能量的數量×40點傷害。,,,,,,Water,,,3,016,normal,I,擴充包「烈獄狂火X」,M2,Uta,體內的火焰燃得越旺，<br/>力量就越大。火焰的溫度<br/>有時甚至能超過１４００度。,火紅不倒翁 → 達摩狒狒,,C+,10.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:3.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"備戰傷害加成, 能量操作",無
萊希拉姆,基礎,00014481,https://asia.pokemon-card.com/hk/card-img/hk00014481.png,寶可夢,130,Fire,,,烈焰,Fire,30,,燃燒閃焰,"Fire,Fire,Fire,Fire",240,這隻寶可夢也受到60點傷害。,,Water,,,2,017,normal,I,擴充包「烈獄狂火X」,M2,AKIRA EGAWA,在神話的敘述裡，如果人類<br/>蔑視真實、放縱欲望，牠就會<br/>用火焰燒盡他們的王國。,萊希拉姆,,C+,10.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:6.0|Mod:1.00,反噬傷害,無
花舞鳥ex,基礎,00014482,https://asia.pokemon-card.com/hk/card-img/hk00014482.png,寶可夢,190,Fire,激動渦輪,若自己的場上有【火】屬性的「超級進化寶可夢【ex】」，則在自己的回合時，可不限次數使用。從自己的手牌選擇1張「基本【火】能量」卡，附於備戰區的【火】寶可夢身上。,火焰之翼,"Fire,Fire,Colorless",110,,,,,,,Water,,,1,018,normal,I,擴充包「烈獄狂火X」,M2,akagi,,花舞鳥ex,ex,B,13.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:6.0|Syn:0.0|Eff:0.0|Dmg:3.0|Mod:1.00,"能量附著, 進化支援",無
炭小侍,基礎,00014483,https://asia.pokemon-card.com/hk/card-img/hk00014483.png,寶可夢,70,Fire,,,集力,Fire,,從自己的牌庫選擇最多2張基本能量卡，在給對手看過後加入手牌。並且重洗牌庫。,劈打,Fire,10,,,Water,,,2,019,normal,I,擴充包「烈獄狂火X」,M2,Tomokazu Komiya,生命寄宿在燃燒的木炭上<br/>變成了寶可夢。即使敵人再強，<br/>也會以燃燒的鬥志迎面而戰。,炭小侍 → 紅蓮鎧騎 → 蒼炎刃鬼 → 蒼炎刃鬼ex → 紅蓮鎧騎ex,,C+,10.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:6.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,"抽卡效果, 搜索效果",無
蒼炎刃鬼,1階進化,00014484,https://asia.pokemon-card.com/hk/card-img/hk00014484.png,寶可夢,140,Fire,,,煉獄斬,Fire,220,從自己的手牌選擇4張「基本【火】能量」卡，將其丟棄。若無法丟棄4張卡，則這個招式失敗。,,,,,,Water,,,2,020,normal,I,擴充包「烈獄狂火X」,M2,Gemi,雙臂的火焰之劍靠著<br/>在得志前就亡命的<br/>劍士怨念而燃燒。,炭小侍 → 紅蓮鎧騎 → 蒼炎刃鬼 → 蒼炎刃鬼ex → 紅蓮鎧騎ex,,B+,14.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:2.0|Syn:2.0|Eff:0.0|Dmg:6.0|Mod:1.00,條件失敗,無
小海獅,基礎,00014485,https://asia.pokemon-card.com/hk/card-img/hk00014485.png,寶可夢,80,Water,,,泡沫吸取,"Water,Colorless",20,將這隻寶可夢恢復「20」HP。,,,,,,Lightning,,,2,021,normal,I,擴充包「烈獄狂火X」,M2,svlt,頭上有著非常堅硬的<br/>突起部分。能夠用頭錘<br/>撞破冰山來開路前進。,小海獅 → 白海獅,,D,6.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,回復效果,無
白海獅,1階進化,00014486,https://asia.pokemon-card.com/hk/card-img/hk00014486.png,寶可夢,130,Water,厚脂肪,這隻寶可夢受到對手的【火】或者【水】寶可夢招式的傷害「-30」點。,摔打,"Water,Colorless",70×,擲2次硬幣，造成正面出現的次數×70點傷害。,,,,,,Lightning,,,2,022,normal,I,擴充包「烈獄狂火X」,M2,Taira Akitsu,會在水溫變低的夜晚<br/>為了尋找食物而四處游動。<br/>白天會在淺海的海底睡覺。,小海獅 → 白海獅,,B,12.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:2.0|Syn:0.0|Eff:0.0|Dmg:6.0|Mod:1.00,"傷害效果, 其他效果, 硬幣判定",無
小山豬,基礎,00014487,https://asia.pokemon-card.com/hk/card-img/hk00014487.png,寶可夢,70,Water,,,踩,Colorless,10,,雪花冰,"Water,Colorless",20,,,Metal,,,2,023,normal,I,擴充包「烈獄狂火X」,M2,imoniii,會用鼻子先端在地面挖洞<br/>找出食物。即使地面結了冰<br/>也絲毫不會受阻礙。,小山豬 → 長毛豬 → 象牙豬 → 象牙豬ex,,D,4.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:0.0|Eff:0.0|Dmg:0.0|Mod:1.00,無,無
長毛豬,1階進化,00014488,https://asia.pokemon-card.com/hk/card-img/hk00014488.png,寶可夢,100,Water,,,上衝,"Colorless,Colorless",30+,擲1次硬幣若為正面，則增加30點傷害。,冰霜粉碎,"Water,Colorless,Colorless",70,,,Metal,,,3,024,normal,I,擴充包「烈獄狂火X」,M2,Shinya Komatsu,全身被長長的體毛覆蓋，<br/>非常耐寒。冰的獠牙在<br/>下雪時會變得更粗。,小山豬 → 長毛豬 → 象牙豬 → 象牙豬ex,,C,8.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:0.0|Syn:2.0|Eff:0.0|Dmg:2.0|Mod:1.00,"條件傷害, 硬幣判定",無
象牙豬,2階進化,00014489,https://asia.pokemon-card.com/hk/card-img/hk00014489.png,寶可夢,180,Water,,,摧毀,"Colorless,Colorless,Colorless",120+,若場上有競技場卡，則增加120點傷害。然後，將那張競技場卡丟棄。,暴雪刀鋒,"Water,Colorless,Colorless,Colorless",200,選擇2個這隻寶可夢身上附加的能量，將其丟棄。,,Metal,,,4,025,normal,I,擴充包「烈獄狂火X」,M2,Takumi Wada,很久以前就存在的寶可夢。<br/>甚至連１萬年前的冰層裡<br/>都能發現牠的存在。,小山豬 → 長毛豬 → 象牙豬 → 象牙豬ex,,A,17.00,Base:5.0|Meta:0.0|Exp:-1.0|Func:3.0|Syn:4.0|Eff:0.0|Dmg:6.0|Mod:1.00,"條件傷害, 能量操作",競技場效果
